t,name,C,q,a,F,H,work_lawfulness,work_record_intensity,work_fidelity,kingdom_lawfulness,kingdom_record_intensity,kingdom_fidelity,kingdom_overlap,ai_consolidation,ai_governance,ai_fidelity,ai_opacity,digital_work_record,digital_kingdom_record,ai_consolidated_record,P_ref,P,K,O,work_benefit,work_cost,kingdom_benefit,kingdom_cost,kingdom_presence_lift,grace_coherence,grace_relief,work_to_kingdom_bleed,kingdom_to_work_bleed,ai_audit,ai_scale,ai_false,ai_context_loss,ai_net,future_tension,benefit,cost,net,dF,dq,dC,dH
4,Transparent work regime absorbing Kingdom bleed-over,0.7095996388001323,0.1847606816366152,0.84,1.1545913045441496,0.24257780303020263,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,2.31817063973,2.3956063608880003,2.0740618802719197,0.2652251888150749,0.26488472867389934,0.5615271894880128,0.4851539427371006,0.01373594714233383,0.014385042746820304,0.01674256108342536,0.009959535718206486,0.06125469531144331,0.00032235473106299964,0.0020303950263765077,0.0011950357394437943,0.0017249322199702434,0.002171104447487965,0.005470616951080937,0.0030066270555065733,0.00013705202044338383,-0.006443191579542928,0.0007665028519833609,0.037262505653954114,0.03492041308348484,0.002342092570469273,-0.009065671777022886,0.0009476250834054461,0.0019624704020560755,0.004491752746930688
5,Transparent work regime absorbing Kingdom bleed-over,0.7115841709017711,0.18570595805060777,0.84,1.1455346131898518,0.24705701459454998,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,2.7679889333327,2.86045029727912,2.4765132614692007,0.2652251888150749,0.26482571839728036,0.5619437741756956,0.4859345617109121,0.013753254623895598,0.014380814657031296,0.016763656939739125,0.009956695542563085,0.06139877154125979,0.00032094405779058,0.0020367998118404652,0.0011864024406750742,0.0017289894066018759,0.002176211068976187,0.005474002554247442,0.0030044481491416338,0.00013684421967255522,-0.006439083854085443,0.0007642628263588327,0.03731849465263089,0.03490347038968992,0.0024150242629409693,-0.009056691354297697,0.0009452764139925747,0.0019845321016387298,0.004479211564347356
6,Transparent work regime absorbing Kingdom bleed-over,0.7135911715265999,0.18664883812402133,0.84,1.1364873867447287,0.25152335687405863,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,3.213309043999373,3.320645794306329,2.874940128854509,0.2652251888150749,0.26477711699372153,0.5623745544378719,0.48672855059708064,0.01377097999002462,0.01437641512169496,0.016785262149927115,0.009953749175416707,0.061546238138930814,0.0003195163674129018,0.002043320755194091,0.0011776769198240569,0.0017331420659922917,0.0021814378582766907,0.005477341835190457,0.003002194994182032,0.00013663285983105713,-0.006434731830926855,0.0007619655405827861,0.03737579015335984,0.03488597644672206,0.0024898137066377765,-0.009047226445123136,0.0009428800734135557,0.00200700062482888,0.004466342279508626
7,Transparent work regime absorbing Kingdom bleed-over,0.7156210543340858,0.18758927351260435,0.84,1.127450116251566,0.25597649617839724,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,3.654175953559379,3.7762393363632656,3.269382727565964,0.2652251888150749,0.2647389093576565,0.562819676037535,0.48753617511110464,0.013789129578638471,0.014371842319749363,0.01680738443919175,0.009950695505528885,0.06169715619711329,0.00031807098407800067,0.002049960044072101,0.0011688576678392996,0.0017373919185107104,0.0021867869807506543,0.005480634150613513,0.0029998668282283742,0.00013641787018542394,-0.006430131868276656,0.0007596102858398474,0.03743441314792328,0.0348679246279847,0.002566488519938577,-0.009037270493162646,0.0009404353885830166,0.002029882807486005,0.004453139304338596
8,Transparent work regime absorbing Kingdom bleed-over,0.7176742399398093,0.18852721518796695,0.84,1.1184232994447232,0.26041609311759323,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,4.090634194023785,4.227276942999633,3.6598809002903048,0.2652251888150749,0.2647110811301159,0.563279287720744,0.48835770533863376,0.013807709850934276,0.014367094401083767,0.016830031682999236,0.009947533401745354,0.061851588162995345,0.00031660720973198915,0.0020567199142585884,0.0011599431586341007,0.0017417407226699494,0.002192260649769104,0.00548387884645568,0.0029974628732786245,0.0001361991788388557,-0.006425280248804057,0.0007571963478274403,0.037494385054913086,0.034849308207863826,0.0026450768470492603,-0.009026816806842721,0.0009379416753626051,0.00205318560572342,0.004439596939196011
9,Transparent work regime absorbing Kingdom bleed-over,0.719751156037736,0.18946261342641094,0.84,1.1094074408875079,0.26484180248825406,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,4.522727852083547,4.6738041735696365,4.0464740912874015,0.2652251888150749,0.2646936186607061,0.5637535412399722,0.4891934158203257,0.013826727393509295,0.014362169486537197,0.016853211909664316,0.009944261712917839,0.06200959786987801,0.00031512432329352163,0.0020636026507939303,0.0011509318490434508,0.001746190276015765,0.0021978611278322957,0.005487075257780662,0.002994982335605986,0.0001359767127086293,-0.006420173178262982,0.0007547230069298976,0.0375557277279939,0.034830120361523664,0.002725607366470234,-0.009015858557215402,0.0009353982384439818,0.002076916097926657,0.004425709370660845
10,Transparent work regime absorbing Kingdom bleed-over,0.7218522375245411,0.19039541779764227,0.84,1.100403052111735,0.2692532731575224,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,4.950500573562712,5.115866131833941,4.429201350374528,0.2652251888150749,0.26468650896872425,0.5642425913777035,0.4900435856384427,0.013846188920529233,0.014357065667905485,0.016876933302993204,0.00994087926782795,0.062171250569625115,0.0003136215797968623,0.002070610589110967,0.0011418221787899765,0.0017507424160406434,0.0022035907277198623,0.005490222708665375,0.0029924244056354805,0.00013575039750304658,-0.006414806784084039,0.000752189538403229,0.037618463464368666,0.03481035416473055,0.002808109299638116,-0.009004388775772974,0.0009328043712313271,0.002101081486805098,0.004411470669268347
11,Transparent work regime absorbing Kingdom bleed-over,0.7239779266260182,0.1913255771533657,0.84,1.091410651759521,0.2736501479447116,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,5.373995567827085,5.553507470515601,4.808101336870783,0.2652251888150749,0.2646897397033655,0.5647465959702616,0.49090849850523033,0.013866101275945342,0.014351781007957346,0.016901204204985948,0.009937384875113399,0.06233661296600626,0.0003120982095022798,0.0020777461162012506,0.0011326125704593827,0.0017553990211227363,0.00220945181367262,0.0054933205120880416,0.002989788257819313,0.0001355201576979077,-0.006409177113932642,0.000749595212570977,0.03768261501345198,0.034790002593706376,0.002892612419745602,-0.008992400352213988,0.0009301593557234373,0.002125689101477104,0.004396874787189225
12,Transparent work regime absorbing Kingdom bleed-over,0.7261286730256071,0.19225303961576118,0.84,1.0824307657273613,0.2780320635005662,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,5.793255612148814,5.986772395810446,5.183212323502075,0.2652251888150749,0.26470329910297613,0.5652657159318613,0.4917884428531185,0.013886471435761298,0.014346313540460003,0.01692603311859953,0.009933777323196741,0.06250575324895832,0.00031055341697243947,0.002085011671812192,0.0011233014294859127,0.0017601620114906663,0.002215446802606929,0.005496367969815892,0.0029870730505110743,0.00013528591651249986,-0.006403280134232537,0.0007469392950316073,0.03774820558575603,0.034769058525013725,0.0029791470607423015,-0.008979886032159634,0.0009274624623954735,0.0021507463995889256,0.004381915555854616
13,Transparent work regime absorbing Kingdom bleed-over,0.7283049339950747,0.19317775256584163,0.84,1.0734639273125417,0.2823986501840907,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,6.208323056027325,6.415704671852342,5.554572200267055,0.2652251888150749,0.26472717595330775,0.5658001152788632,0.49268371192679106,0.01390730651035096,0.014340661270215,0.016951428710572945,0.009930055380216976,0.0626787411297916,0.00030898638011340866,0.002092409749675937,0.001113887144148386,0.0017650333502149318,0.0022215781653625367,0.0054993643722925055,0.002984277925838875,0.00013504759588508822,-0.006397111728653932,0.0007442210468779009,0.03781525886199439,0.03474751473547474,0.003067744126519653,-0.008966838414819595,0.0009247129500804465,0.0021762609694675862,0.004366586683524523
14,Transparent work regime absorbing Kingdom bleed-over,0.7305071745273827,0.19409966263169215,0.84,1.0645106773619355,0.28674953193688896,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,6.6192398254670515,6.840347625133819,5.9222184782643845,0.2652251888150749,0.264761359544725,0.5663499611542225,0.49359460387716575,0.013928613746828161,0.014334822173104693,0.016977399814315702,0.009926217793964142,0.06285564787736828,0.0003073962491788305,0.0020999428987708694,0.001104368085577376,0.0017700150442266913,0.00222784842798488,0.0055023089985248635,0.002981402009577477,0.0001348051164478985,-0.006390667696565358,0.0007414397249288168,0.037883799002409464,0.034725363902125266,0.0031584351002841987,-0.008953249950606288,0.0009219100658505059,0.002202240532307993,0.004350881752798224
15,Transparent work regime absorbing Kingdom bleed-over,0.7327358674717771,0.19501871567659027,0.84,1.0555715644232389,0.2910843261549542,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,7.026047427212381,7.260744148882481,6.286188293481741,0.2652251888150749,0.2648058396283202,0.5669154238521112,0.4945214218573331,0.013950400531469618,0.014328794196150072,0.01700395543286106,0.009922263291817262,0.06303654635528033,0.00030578214573576205,0.0021076137246166036,0.0010947426077741371,0.0017751091453646942,0.0022342601730428184,0.00550520111597018,0.0029784444110194995,0.00013455839750157794,-0.006383943751448439,0.0007385945819743259,0.037953850656328725,0.034702598602207056,0.0032512520541216686,-0.008939112938696587,0.0009190530448981238,0.0022286929443944463,0.004334794218065272
16,Transparent work regime absorbing Kingdom bleed-over,0.7349914936711338,0.1959348567870075,0.84,1.0466471448986991,0.29540264355784973,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,7.428786952940257,7.676936707393657,6.646518410546924,0.2652251888150749,0.26486060637088654,0.5674966768427064,0.49546447412049743,0.0139726743921922,0.014322575257580569,0.017031104741885565,0.009918190580685816,0.06322151106005666,0.0003041431615906109,0.0021154248906034233,0.0010850090476419035,0.0017803177514511958,0.0022408160409828413,0.005508039980422551,0.002975404222845774,0.0001343073569891236,-0.006376935519274607,0.0007356848670337094,0.03802543897195602,0.03467921131319945,0.0033462276587565704,-0.008924419524539803,0.0009161411104172493,0.002255626199356759,0.004318317402895512
17,Transparent work regime absorbing Kingdom bleed-over,0.7372745421015949,0.19684803026049205,0.84,1.037737983201388,0.29970408805521637,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,7.827499083410855,8.088967340319721,7.003245226441455,0.2652251888150749,0.26492565030870213,0.5680938967971211,0.49642407411996964,0.013995443001085697,0.014316163246916373,0.01705885709279621,0.00991399834695508,0.06341061816042813,0.00030247835767353246,0.0021233791193570823,0.0010751657250302157,0.0017856430073976564,0.002247518731520776,0.005510824835899538,0.002972280520994941,0.00013405191146926407,-0.006369638536842968,0.0007327098256278633,0.03809858960640341,0.03465519441289327,0.0034433951935101403,-0.00890916169731108,0.0009131734734845358,0.0022830484304610685,0.00430144449736666
18,Transparent work regime absorbing Kingdom bleed-over,0.7395855100145305,0.19775817959343278,0.84,1.0288446519140793,0.3039882566105441,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,8.222224092576747,8.496877666916523,7.35640477417704,0.2652251888150749,0.2650009623000757,0.5687072636124695,0.4974005406112594,0.014018714177002461,0.014309556025064042,0.017087222015886857,0.009909685256435563,0.06360394553768198,0.00030078676287958886,0.002131479194139968,0.0010652109427929577,0.0017910871063411247,0.0022543710050720997,0.005513554914528701,0.002969072364532351,0.00013379197608928277,-0.006362048250078235,0.0007296687000661274,0.038173328735970055,0.03463054017950902,0.003542788556461035,-0.008893331287308792,0.0009101493329407224,0.0023109679129355684,0.004284168555327756
19,Transparent work regime absorbing Kingdom bleed-over,0.7419249030808617,0.19866524746870506,0.84,1.0199677319507843,0.3082547391021411,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,8.61300185165098,8.900708890247358,7.70603272643527,0.2652251888150749,0.26508653347660455,0.5693369604370457,0.49839419775631616,0.014042495888205036,0.01430275142442595,0.017116209223565482,0.009905249954316834,0.0638015728271364,0.00029906737286489117,0.0021397279602896045,0.0010551429868608227,0.0017966522908121614,0.0022613756842219663,0.005516229436434184,0.0029657787955183683,0.00013352746455726864,-0.006354160012287855,0.0007265607297482125,0.03824968306667416,0.03460524079186164,0.0036444422748125177,-0.008876919963295014,0.000907067875272277,0.0023393930663311567,0.004266482491596949
20,Transparent work regime absorbing Kingdom bleed-over,0.7442932355377788,0.19956917574319846,0.84,1.0111078127210065,0.31250311818123294,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,8.99987183313447,9.300501801344884,8.052164399170916,0.2652251888150749,0.26518235519309585,0.5699831736956027,0.49940537522997014,0.014066796255073257,0.014295747249024377,0.01714582861365377,0.009900691065126041,0.06400358146076829,0.0002973191487958753,0.002148128326695547,0.0010449601263289507,0.0018023408539352352,0.0022685356552360936,0.005518847609623419,0.0029623988388761536,0.00013325828911378196,-0.006345969082377261,0.0007233851514817852,0.038327679845044656,0.034579288329574506,0.0037483915154701494,-0.008859919229777729,0.0009039282744934033,0.0023683324569171295,0.004248379079091884
21,Transparent work regime absorbing Kingdom bleed-over,0.7466910303378907,0.20046990543522697,0.84,1.0022654922967729,0.3167329691271239,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,9.382873114803127,9.696296783331436,8.394834755179208,0.2652251888150749,0.2652884189761003,0.5706460931147154,0.5004344083286235,0.014091623552872128,0.01428854127464085,0.017176090272760836,0.009896007192691405,0.06421005471102734,0.000295541016049782,0.002156683267315717,0.001034660613560516,0.0018081551406625301,0.0022758538696137105,0.0055214086298740256,0.0029589315022590028,0.00013298436050292043,-0.0063374706230222375,0.0007201411998163094,0.03840734686917931,0.03455267477334503,0.0038546720958342745,-0.008842320424233545,0.000900729692028513,0.0023977948001119628,0.004229850945890963
22,Transparent work regime absorbing Kingdom bleed-over,0.7491188193008399,0.20136737671182225,0.84,0.9934413775825032,0.32094385969934763,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,9.762044383655097,10.08813381549812,8.734078407627415,0.2652251888150749,0.265404716471008,0.571325911748209,0.5014816380812461,0.014116986214581843,0.01428113124897153,0.017207004479732734,0.009891196920111001,0.06442107773587104,0.0002937318628643305,0.0021653958227332622,0.0010242426843070848,0.0018140975490421286,0.0022833333456837666,0.005523911680620984,0.0029553757759173465,0.0001327055879427723,-0.006328659698797336,0.0007168281073937497,0.038488712500075926,0.03452539200526447,0.003963320494811455,-0.008824114714269702,0.0008974712765952882,0.0024277889629491173,0.004210890572223722
23,Transparent work regime absorbing Kingdom bleed-over,0.7515771432674179,0.2022615288759107,0.84,0.9846360844877793,0.3251353499867361,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,10.137423939818547,10.476052477343138,9.069929623551142,0.2652251888150749,0.2655312393876575,0.5720228260026405,0.5025474113627285,0.014142892833791472,0.014273514891799344,0.01723858170917951,0.009886258809727138,0.06463673762505628,0.00029189053893448704,0.002174269101755078,0.001013704557846584,0.0018201705315215855,0.0022909771702456913,0.005526355932844147,0.0029517306325654753,0.00013242187909524167,-0.006319531274259172,0.0007134451053167607,0.03857180567324412,0.03449743180919469,0.004074373864049428,-0.00880529309472388,0.0008941521640884391,0.00245832396657794,0.004191490287388462
24,Transparent work regime absorbing Kingdom bleed-over,0.7540665522562173,0.20315230035337498,0.84,0.9758502381030787,0.3293069922533314,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,10.509049700420363,10.860091952569707,9.40242232731563,0.2652251888150749,0.2656679794444058,0.5727370356628138,0.5036320810096468,0.014169352167657794,0.014265689895183647,0.017270832635081685,0.009881191403106617,0.06485712344772422,0.000290015853954145,0.0021833062830531286,0.0010030444371397762,0.0018263765962879144,0.0022987885002559846,0.005528740544956191,0.0029479950272480802,0.00013213314003523202,-0.006310080211983519,0.0007099914235350134,0.038656655910604645,0.034468785871204555,0.004187870039400091,-0.008785846384700565,0.0008907714774642886,0.002489408988799489,0.00417164226659527
25,Transparent work regime absorbing Kingdom bleed-over,0.7565876056228545,0.20403962868000128,0.84,0.9670844728785362,0.33345833078106385,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,10.87695920341616,11.24029103304401,9.731590104042475,0.2652251888150749,0.2658149283106094,0.5734687439173102,0.5047360059384958,0.014196373139930725,0.014257653923668205,0.01730376813447792,0.009875993221027288,0.0650823263013156,0.0002881065761004314,0.002192510616849751,0.0009922605090061593,0.0018327183086450471,0.0023067705645619654,0.005531064662691089,0.00294416789720672,0.00013183927521917243,-0.006300301270555015,0.0007064662912503199,0.03874329333268382,0.03443944578006895,0.00430384755261487,-0.008765765224542489,0.0008873283266263159,0.002521053366637211,0.004151338527732477
26,Transparent work regime absorbing Kingdom bleed-over,0.7591408722217969,0.20492345048831306,0.84,0.9583394328058006,0.33758890170911837,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,11.241189611382,11.616688122713569,10.05746620300205,0.2652251888150749,0.2659720775474672,0.5742181573840252,0.5058595512664479,0.014223964844047128,0.014249404614508245,0.017337399291236014,0.009870662763471098,0.06531243936185681,0.0002861614304582704,0.002201885426648185,0.000981350944320261,0.0018391982924298876,0.002314926665684107,0.005533327418993169,0.002940248161746255,0.0001315401874528716,-0.006290189102508188,0.0007028689373412421,0.03883174867111131,0.034409403027833144,0.004422345643278168,-0.008745040072735567,0.0008838218083117782,0.002553266598942357,0.0041305709280545205
27,Transparent work regime absorbing Kingdom bleed-over,0.7617269305708307,0.20580370149429264,0.84,0.9496157716030547,0.3416982328699076,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,11.601777715268181,11.989321241486433,10.38008354097203,0.2652251888150749,0.2661394185471727,0.5749854861356849,0.5070030884346949,0.01425213654629443,0.014240939577917479,0.01737173739990898,0.009865198509624092,0.06554755793565532,0.00028417909738271714,0.0022114341110095474,0.0009703138982293382,0.0018458192314680542,0.002323260181648321,0.005535527933906877,0.0029362347221013824,0.00013123577785868423,-0.006279738252218623,0.0006991985908078884,0.038922053281428504,0.034378649010445746,0.004543404270982758,-0.008723661202745918,0.0008802510059795722,0.0025860583490338344,0.004109331160789229
28,Transparent work regime absorbing Kingdom bleed-over,0.7643463690182031,0.2066803164839921,0.84,0.9409141529032674,0.34578584362156983,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,11.9587599381155,12.358228029071569,10.699474705562311,0.2652251888150749,0.26631694247032883,0.5757709437253354,0.5081669953344329,0.014280897689045918,0.014232256397335857,0.017406793969678515,0.009859598917883627,0.06578777951244727,0.0002821582107964841,0.0022211601453775804,0.0009591475103935275,0.001852583871070515,0.0023317745678697174,0.00553766531446729,0.002932126461303321,0.00013092594584197397,-0.006268943153742867,0.0006954544812376263,0.039014239156216504,0.03434717502846322,0.004667064127753286,-0.008701618699787195,0.0008766149896994614,0.0026194384473723375,0.00408761075166226
29,Transparent work regime absorbing Kingdom bleed-over,0.7669997859124714,0.20755322930003495,0.84,0.9322352504457507,0.34985124467690654,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,12.312172338734346,12.723445748780852,11.015671958506688,0.2652251888150749,0.2665046401815735,0.5765747472117808,0.5093516564355497,0.014310257894069308,0.014223352629718949,0.017442580728387783,0.00985386242587321,0.06603320382003872,0.00028009735641995733,0.002231067083952456,0.0009478499052495498,0.001859495019572291,0.0023404733590893013,0.005539738654591521,0.0029279222440467554,0.00013061058905685668,-0.006257798128605833,0.0006916358392924559,0.03910833893855169,0.0343149722878293,0.004793366650722386,-0.008678902457516726,0.0008729128160428382,0.0026534168942683777,0.004065401055336679
30,Transparent work regime absorbing Kingdom bleed-over,0.7696877897750953,0.2084223728280101,0.84,0.9235797482710922,0.3538939379286718,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,12.662050615347002,13.085011291293043,11.328707238921622,0.2652251888150749,0.26670250218336977,0.5773971171849609,0.5105574629180781,0.014340226965910589,0.014214225805849807,0.017479109626665924,0.009847987450465225,0.06628393288048591,0.00027799506993089865,0.0022411585616150505,0.0009364191922991117,0.0018665555499144833,0.0023493601713652193,0.005541747034971063,0.002923620916557104,0.0001302896033712076,-0.0062462973835341554,0.0006877418972188119,0.03920438593579807,0.034282031900732333,0.004922354035065739,-0.00865550217465852,0.0008691435279751661,0.002688003862623914,0.004042693251765244
31,Transparent work regime absorbing Kingdom bleed-over,0.7724109994758024,0.20928767898276038,0.84,0.9149483409195407,0.357913416271125,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,13.008430109193533,13.442961178380111,11.638612166532406,0.2652251888150749,0.2669105185479109,0.5782382777912471,0.5117848128064756,0.014370814895354779,0.014204873430674274,0.017516392842146313,0.009841972387812037,0.06654007106785871,0.0002758498350508939,0.0022514382959030552,0.0009248534664231994,0.0018737684012709015,0.0023584387041201233,0.0055436895229651895,0.0029192213064582096,0.00012996288283091621,-0.006234435008134192,0.0006837718893805895,0.03930241413374519,0.03424834488654442,0.005054069247200768,-0.008631407351551518,0.0008653061547502791,0.00272320970070708,0.004019478342453191
32,Transparent work regime absorbing Kingdom bleed-over,0.775170044410762,0.2101490786945671,0.84,0.9063417336329197,0.36190916341775403,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,13.351345808101598,13.79733156659631,11.945418044867083,0.2652251888150749,0.2671286788470961,0.579098456758647,0.5130341111067963,0.01440203186296576,0.014195292983660499,0.017554442783781234,0.009835815613385698,0.06680172516763527,0.00027366008155549647,0.0022619100890403894,0.0009131508082235105,0.0018811365807206095,0.002367712742246344,0.0055455651724954855,0.00291472222264051,0.00012963031962337084,-0.006222204972513023,0.0006797250528161998,0.03940245821110123,0.03421390217284527,0.005188556038255958,-0.008606607286620997,0.0008613997118066979,0.0027590449349596253,0.00399574714662904
33,Transparent work regime absorbing Kingdom bleed-over,0.7779655646835985,0.21100650189523323,0.84,0.8977606425601484,0.365880653715075,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,13.690832350020584,14.148158250930345,12.249155864418412,0.2652251888150749,0.26735697208052955,0.5799778854218974,0.5143057699468195,0.014433888242707011,0.014185481919183748,0.017593272096255136,0.009829515482026728,0.06706900443777546,0.0002714241832048703,0.0022725778300214023,0.0009013092843923227,0.0018886631649677567,0.0023771861582705727,0.005547373023941632,0.002910122455129789,0.00012929180404015666,-0.006209601124841005,0.0006756006278204988,0.03950455355435074,0.03417869459653487,0.005325858957815864,-0.008581091072771314,0.0008574232006661527,0.0027955202728364202,0.003971490297320983
34,Transparent work regime absorbing Kingdom bleed-over,0.7807982112892748,0.21185987750406773,0.84,0.8892057949664506,0.3698273519524113,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,14.026924026520378,14.495476668421041,12.54985630577423,0.2652251888150749,0.2675953866015004,0.5808767987474357,0.5156002087192005,0.014466394605645376,0.014175437666937392,0.01763289366449911,0.009823070328002293,0.06734202067152326,0.00026914045559160786,0.00228344549675138,0.0008893269481121554,0.0018963513021100949,0.002386862914579824,0.00554911210403851,0.00290542077495657,0.00012894722443894881,-0.006196617188854205,0.0006713978585524451,0.03960873627298711,0.034142712905038314,0.005466023367948797,-0.008554847593697871,0.0008533756088344923,0.0028326466056764433,0.003946698237336278
35,Transparent work regime absorbing Kingdom bleed-over,0.7836686463008794,0.2127091334137729,0.84,0.8806779294463345,0.37374871316755226,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,14.359654786255176,14.839321901736831,12.847549742716486,0.2652251888150749,0.2678439100409024,0.5817954353582357,0.5169178542277124,0.014499561723740062,0.014165157632370988,0.017673320618309233,0.009816478465074165,0.06762088826199002,0.0002668071539022532,0.0022945171582449612,0.0008772018394866408,0.001904204213457639,0.0023967470657105133,0.005550781425774722,0.002900615934026211,0.00012859646720458296,-0.0061832467612950035,0.0006671159936693716,0.039715043215130266,0.03410594775760668,0.005609095457523583,-0.00852786552011605,0.0008492559097051716,0.0028704350116045907,0.003921361215140978
36,Transparent work regime absorbing Kingdom bleed-over,0.7865775430593428,0.2135541964762384,0.84,0.8721777961404295,0.3776441824481896,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,14.689058238392624,15.179728682719462,13.142266245289322,0.2652251888150749,0.2681025292290509,0.5827340375584936,0.5182591408366468,0.014533400573718974,0.014154639197156524,0.017714566337071407,0.009809738186576843,0.06790572426857093,0.00026442247058890513,0.0023057969768840517,0.0008649319860040667,0.001912225195402958,0.0024068427607025185,0.0055523799882926635,0.00289570666498979,0.00012823941670928464,-0.00616948330928922,0.0006627542869887831,0.0398235119835399,0.034068389726717954,0.005755122256821947,-0.008500133305905088,0.0008450630624655212,0.002908896758463451,0.0038954692806373492
37,Transparent work regime absorbing Kingdom bleed-over,0.789525586366117,0.21439499248824442,0.84,0.8637061569562652,0.3815131947290256,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,15.015167656008698,15.516731395892267,13.43403558283643,0.2652251888150749,0.2683712301153627,0.5836928513581554,0.5196245106234428,0.014567922341044775,0.014143879719683759,0.017756644454595513,0.009802847765506228,0.0681966484852506,0.00026198453294712956,0.0023172892107369415,0.0008525154030351421,0.001920417621344657,0.0024171542455201918,0.005553906776790175,0.0028906916811158117,0.00012787595527203954,-0.006155320167657834,0.0006583119981786076,0.03993418095203559,0.03403002929958177,0.0059041516524538165,-0.008471639184164268,0.0008407960120060017,0.002948043306774263,0.0038690122808360383
38,Transparent work regime absorbing Kingdom bleed-over,0.7925134726788431,0.2152314461770771,0.84,0.8552637857930859,0.3853551745844458,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,15.338015979448612,15.850364081933343,13.722887227008066,0.2652251888150749,0.2686499976858612,0.5846721264972728,0.5210144135346163,0.014603138423973016,0.014132876535585693,0.01779956886406182,0.009795805454619196,0.06849378351085332,0.0002594914005962335,0.0023289982159403165,0.0008399500943665752,0.0019287849436656298,0.002427685865542307,0.005555360762423932,0.002885569676162822,0.00012750596311708514,-0.006140750536161532,0.000653788393476868,0.04004708928233503,0.033990856879752174,0.006056232402582858,-0.008442371163179252,0.0008364536888326635,0.002987886312726057,0.0038419798554201958
39,Transparent work regime absorbing Kingdom bleed-over,0.7955419103100351,0.2160634811860601,0.84,0.8468514687707902,0.3891695360166442,0.78,0.55,0.86,0.92,0.52,0.94,0.5,0.5,0.76,0.88,0.22,15.657635819654127,16.18066044111401,14.008850354737985,0.2652251888150749,0.2689388158784773,0.5856721164701812,0.5224293075450608,0.014639060437704805,0.014121626958295198,0.017843353723082607,0.009788609486544515,0.06879725482129767,0.0002569410628577959,0.002340928449145957,0.0008272340527721363,0.0019373306957677426,0.002438442068123036,0.005556740902214626,0.002880339324252947,0.00012712931833150484,-0.006125767476676041,0.000649182746441756,0.040162276941322315,0.03395086278885268,0.006211414152469633,-0.008412317022295723,0.0008320350089830294,0.003028437631191977,0.003814361432198457
