t,name,C,q,a,F,H,lawfulness,record_intensity,fidelity,digital_record,P_ref,P,K,O,benefit,cost,net,dF,dq,dC,dH
15,Mixed civic audit regime,0.5657132320875845,0.22846893746420724,0.78,0.9618013896842839,0.33320060645163674,0.62,0.62,0.82,7.55188691753652,0.24374542977319177,0.24270074494264665,0.48663083351223,0.3428428432412069,0.009122090591899796,0.022819625829428165,-0.013697535237528369,-0.011891814208834497,0.0005351316393975524,-0.003593013977321018,0.007123151023454155
16,Mixed civic audit regime,0.5620929875554218,0.22900484649299638,0.78,0.9498923001556362,0.3403301589956329,0.62,0.62,0.82,7.984768048361155,0.24374542977319177,0.24276153937773068,0.4852769083703093,0.3404429582136114,0.009077973969174013,0.02285480812146797,-0.013776834152293955,-0.011909089528647632,0.0005359090287891434,-0.003620244532162677,0.007129552543996174
17,Mixed civic audit regime,0.5584454158830959,0.22954153304857738,0.78,0.9379659322538363,0.34746611029245816,0.62,0.62,0.82,8.413320367877542,0.24374542977319177,0.24283908792270345,0.4839235686012098,0.3380293559958922,0.00903375607802178,0.022890130487852295,-0.013856374409830514,-0.011926367901799878,0.0005366865555809945,-0.003647571672325836,0.007135951296825248
18,Mixed civic audit regime,0.5547704207067754,0.23007899725226094,0.78,0.9260222832830903,0.3546084574118533,0.62,0.62,0.82,8.837587164198768,0.24374542977319177,0.24293350142946482,0.4825708485835488,0.335602019217925,0.008989437505099583,0.022925593298830503,-0.01393615579373092,-0.01194364897074594,0.0005374642036835673,-0.0036749951763205297,0.007142347119395152
19,Mixed civic audit regime,0.5510679058962024,0.2306172392070057,0.78,0.9140613509554293,0.3617571972388512,0.62,0.62,0.82,9.25761129255678,0.24374542977319177,0.2430448982340151,0.48121878738317425,0.33316093091216953,0.008945018901185422,0.022961196848549355,-0.014016177947363933,-0.011960932327661045,0.000538241954744747,-0.003702514810573086,0.007148739826997866
20,Mixed civic audit regime,0.5473377755666486,0.23115625899510678,0.78,0.9020831334420716,0.3689123264511598,0.62,0.62,0.82,9.67343517963121,0.24374542977319177,0.24317340430503495,0.47986742884939454,0.33070607452181067,0.008900500982119544,0.02299694135284494,-0.014096440370725397,-0.011978217513357712,0.000539019788101097,-0.0037301303295536672,0.007155129212308601
21,Mixed civic audit regime,0.5435799340907392,0.2316960566758332,0.78,0.8900876294259289,0.37607384149606476,0.62,0.62,0.82,10.085100827834898,0.24374542977319177,0.24331915340139734,0.4785168217166737,0.32823743390876786,0.008855884529799749,0.023032826946921083,-0.014176942417121334,-0.011995504016142688,0.0005397976807264209,-0.003757841475909375,0.007161515044904961
22,Mixed civic audit regime,0.5397942861101359,0.23223663228301072,0.78,0.8780748381553171,0.3832417385668241,0.62,0.62,0.82,10.492649819556549,0.24374542977319177,0.24348228723893994,0.47716701971199094,0.3257549933615684,0.00881117039323311,0.023068853682909656,-0.014257683289676547,-0.012012791270611809,0.0005405756071775314,-0.00378564798060336,0.007167897070759341
23,Mixed civic audit regime,0.5359807365470756,0.23277798582254783,0.78,0.8660447594989367,0.3904160135785276,0.62,0.62,0.82,10.896123321360983,0.24374542977319177,0.24366295566685053,0.4758180816680816,0.32325873760307866,0.008766359489646023,0.02310502152730794,-0.014338662037661917,-0.012030078656380373,0.0005413535395371168,-0.003813549563060341,0.0071742750117035105
24,Mixed civic audit regime,0.5321391906157565,0.23332011726990143,0.78,0.8539973940021901,0.39759666214339195,0.62,0.62,0.82,11.295562088147374,0.24374542977319177,0.24386131685403512,0.4744700716427838,0.32074865179809015,0.008721452805654667,0.02314133035828799,-0.014419877552633324,-0.012047365496746551,0.0005421314473535948,-0.0038415459313189924,0.0071806485648643215
25,Mixed civic audit regime,0.5282695538335649,0.23386302656747926,0.78,0.841932742944905,0.40478367954546135,0.62,0.62,0.82,11.6910064672659,0.24374542977319177,0.24407753748586916,0.4731230590447375,0.3182247215607547,0.008676451398498096,0.023177779962872496,-0.0145013285643744,-0.012064651057285084,0.0005429092975778288,-0.0038696367821916245,0.0071870174020693955
26,Mixed civic audit regime,0.5243717320321333,0.23440671362197585,0.78,0.8298508084005366,0.41197706071468293,0.62,0.62,0.82,12.082496402593241,0.24374542977319177,0.24431179297174876,0.4717771187656893,0.3156869329618645,0.00863135639733632,0.023214370033971466,-0.014583013636635146,-0.012081934544368454,0.0005436870544965804,-0.0038978218014316434,0.0071933811692215695
27,Mixed civic audit regime,0.520445631368224,0.23495117830163842,0.78,0.8177515932969242,0.4191768002003237,0.62,0.62,0.82,12.47007143856731,0.24374542977319177,0.24456426766389266,0.4704323313196786,0.31313527253596973,0.008586169004615897,0.023251100167273595,-0.014664931162657697,-0.01209921510361247,0.0005444646796625611,-0.003926100663909281,0.007199739485640802
28,Mixed civic audit regime,0.5164911583344278,0.23549642043345936,0.78,0.8056351014786811,0.4263828921436959,0.62,0.62,0.82,12.853770724181636,0.24374542977319177,0.24483515508786785,0.46908878298939516,0.31056972728832927,0.008540890497505723,0.02328796985798593,-0.014747079360480208,-0.012116491818243084,0.0005452421318209387,-0.003954473033796102,0.007206091943372181
29,Mixed civic audit regime,0.512508219769669,0.23604243980029152,0.78,0.7935013377713002,0.43359533025015445,0.62,0.62,0.82,13.23363301693982,0.24374542977319177,0.24512465818534326,0.4677465659800149,0.30799028470168843,0.008495522229405883,0.02332497849741499,-0.014829456268009108,-0.012133763707380986,0.0005460193668321443,-0.003982938564758827,0.007212438106458573
30,Mixed civic audit regime,0.508496722869506,0.23658923613788232,0.78,0.7813503080470597,0.4408141077603308,0.62,0.62,0.82,13.609696686770421,0.24374542977319177,0.24543298956960735,0.46640577858084287,0.3053969327428752,0.0084500656315326,0.023362125369382016,-0.014912059737849415,-0.01215102972424039,0.0005467963375908176,-0.004011496900163025,0.007218777510176346
31,Mixed civic audit regime,0.5044565751962187,0.23713680913182303,0.78,0.7691820192928216,0.44803921742056335,0.62,0.62,0.82,13.981999719902717,0.24374542977319177,0.24576037179441823,0.46506652533510867,0.3027896598692107,0.008404522214582533,0.02339940964646489,-0.014994887431882358,-0.012168288754238137,0.0005475729939407162,-0.004040147673287253,0.007225109660232566
32,Mixed civic audit regime,0.5003876846886703,0.23768515841440843,0.78,0.7569964796798125,0.45527065145248524,0.62,0.62,0.82,14.35057972270369,0.24374542977319177,0.2461070376367876,0.4637289172182844,0.3001684550347235,0.008358893570479857,0.023436830386058406,-0.01507793681557855,-0.012185539613009076,0.0005483492825854084,-0.004068890507548281,0.007231434031921885
33,Mixed civic audit regime,0.49628995967193235,0.23823428356140297,0.78,0.7447936986354892,0.4625084015217265,0.62,0.62,0.82,14.715473925476653,0.24374542977319177,0.24647323039434113,0.4623930718253156,0.29753330769616326,0.008313181374209827,0.023474386526244395,-0.015161205152034568,-0.012202781044323353,0.0005491251469945509,-0.004097725016737989,0.007237750069241289
34,Mixed civic audit regime,0.49216330886665965,0.23878418408870852,0.78,0.7325736869175881,0.46975245870568727,0.62,0.62,0.82,15.076719186221887,0.24374542977319177,0.24685920419793267,0.4610591135671793,0.29488420781880215,0.008267387385742677,0.023512076881462545,-0.015244689495719868,-0.012220011717901047,0.0005499005273055471,-0.004126650805272676,0.0072440571839607485
35,Mixed civic audit regime,0.48800764139820424,0.23933485944892888,0.78,0.7203364566904688,0.47700281346033496,0.62,0.62,0.82,15.434351994359668,0.24374542977319177,0.24726522434023473,0.4597271738772133,0.29222114588201753,0.008221513452052052,0.02354990013797227,-0.01532838668592022,-0.012237230227119273,0.0005506753602203672,-0.004155667468455424,0.00725035475464767
36,Mixed civic audit regime,0.48382286680545195,0.23988630902782618,0.78,0.7080820216038621,0.48425945558597794,0.62,0.62,0.82,15.788408474416071,0.24374542977319177,0.2476915676210716,0.4583973914276799,0.2895441128846462,0.00817556150923237,0.02358785484909534,-0.015412293339862972,-0.01225443508660657,0.0005514495788972956,-0.004184774592752304,0.0072566421256429585
37,Mixed civic audit regime,0.47960889504936877,0.24043853214066355,0.78,0.695810396874143,0.49152237419196426,0.62,0.62,0.82,16.13892438967191,0.24374542977319177,0.24813852271030645,0.45706991235706473,0.2868531003500998,0.008129533584719776,0.023625939430228445,-0.01549640584550867,-0.012271624729719106,0.0005522231128373598,-0.004213971756083173,0.007262918605986315
38,Mixed civic audit regime,0.47536563652124086,0.24099152802842871,0.78,0.6835215993682502,0.49879155766025257,0.62,0.62,0.82,16.48593514577519,0.24374542977319177,0.24860639052914846,0.4557448905086376,0.2841481003312325,0.008083431799621763,0.023664152153614025,-0.015580720353992262,-0.012288797505892835,0.0005529958877651776,-0.004243258528127896,0.007269183468288301
39,Mixed civic audit regime,0.471093002050592,0.24154529585393267,0.78,0.6712156476903848,0.506066993607799,0.62,0.62,0.82,16.82947579431744,0.24374542977319177,0.249095484650795,0.45442248768083326,0.2814291054149487,0.008037258371160656,0.02370249114285732,-0.015665232771696663,-0.012305951677865468,0.0005537678255039461,-0.004272634470648868,0.007275435947546499
40,Mixed civic audit regime,0.46679090291276126,0.24209983469777693,0.78,0.6588925622716232,0.513348668847702,0.62,0.62,0.82,17.16958103637426,0.24374542977319177,0.24960613172138477,0.4531028738900514,0.27869610872654027,0.007991015615236699,0.023740954367176423,-0.015749938751939724,-0.012323085418761625,0.0005545388438442731,-0.004302099137830731,0.00728167523990297
41,Mixed civic audit regime,0.462459250836123,0.24265514355418347,0.78,0.646552365462589,0.520636569349042,0.62,0.62,0.82,17.50628522601052,0.24374542977319177,0.2501386719022971,0.45178622764650617,0.27594910393374145,0.00794470594911672,0.023779539635371667,-0.015834833686254948,-0.01234019680903422,0.0005553088564065399,-0.004331652076638261,0.0072879005013400016
42,Mixed civic audit regime,0.45809795800892955,0.24321122132667994,0.78,0.6341950816293344,0.5279306801953529,0.62,0.62,0.82,17.839622373750416,0.24374542977319177,0.25069345933489784,0.45047273624379885,0.27318808525048827,0.007898331894254753,0.023818244589499535,-0.01591991269524478,-0.012357283833254644,0.0005560777724964589,-0.00436129282719343,0.0072941108463109704
43,Mixed civic audit regime,0.4537069370857568,0.24376806682363342,0.78,0.6218207372525905,0.5352309855416559,0.62,0.62,0.82,18.16962615001291,0.24374542977319177,0.2512708626289016,0.449162596062927,0.2704130474403693,0.007851896079251424,0.023857066698235733,-0.016005170618984307,-0.01237434437674385,0.0005568454969534732,-0.0043910209231727525,0.007300305346302953
44,Mixed civic audit regime,0.4492861011935308,0.24432567875362504,0.78,0.6094293610305545,0.5425374685699834,0.62,0.62,0.82,18.496329888512783,0.24374542977319177,0.25187126537559623,0.4478560128914941,0.2676239858197543,0.007805401242959371,0.023896003249910515,-0.016090602006951144,-0.012391376222035962,0.0005576119299916183,-0.0044208358922260054,0.00730648302832747
45,Mixed civic audit regime,0.4448353639371132,0.2448840557206575,0.78,0.597020983985389,0.549850111443319,0.62,0.62,0.82,18.819766589627655,0.24374542977319177,0.2524950666872514,0.4465532022589244,0.2648208962605842,0.007758850237742349,0.023935051345198972,-0.016176201107456625,-0.012408377045165443,0.0005583769670324449,-0.004450737256417583,0.007312642873335534
46,Mixed civic audit regime,0.4403546394044215,0.24544319621918706,0.78,0.5845956395736207,0.5571688952578719,0.62,0.62,0.82,19.13996892373138,0.24374542977319177,0.2531426817641209,0.44525438978854787,0.2620037751928102,0.007712246032896289,0.023974207889447284,-0.016261961856550995,-0.012425344411768385,0.0005591404985295773,-0.004480724532691713,0.007318783814552971
47,Mixed civic audit regime,0.43584384217105854,0.24600309862897152,0.78,0.572153363800633,0.5644937999936036,0.62,0.62,0.82,19.456969234494068,0.24374542977319177,0.25381454249053814,0.443959811567468,0.2591726196064611,0.007665591718240983,0.02401346958461512,-0.016347877866374136,-0.012442275772987762,0.0005599024097844492,-0.00451079723336293,0.007324904735731623
48,Mixed civic audit regime,0.4313028873044253,0.24656376120972426,0.78,0.5596941953394611,0.5718248044629155,0.62,0.62,0.82,19.770799542149128,0.24374542977319177,0.2545110980617005,0.4426697145351919,0.25632742705332495,0.00761889050789178,0.02405283292081285,-0.01643394241292107,-0.012459168461171895,0.0005606625807527353,-0.004540954866633236,0.007331004469311869
49,Mixed civic audit regime,0.4267316903672878,0.24712518209556522,0.78,0.5472181756541064,0.579161886257407,0.62,0.62,0.82,20.081491546727634,0.24374542977319177,0.25523281564284456,0.4413843568920598,0.25346819564822526,0.007572145744221169,0.024092294167411044,-0.016520148423189874,-0.012476019685354669,0.00056142088584096,-0.004571196937137453,0.007337081794491515
50,Mixed civic audit regime,0.42213016742076936,0.24768735928925795,0.78,0.5347253491276011,0.5865050216926029,0.62,0.62,0.82,20.38907663126036,0.24374542977319177,0.25598018106262216,0.4401040085285811,0.2505949240698723,0.007525360902020817,0.024131849363698075,-0.016606488461677258,-0.012492826526505308,0.0005621771936927389,-0.004601522946518428,0.007343135435195845
51,Mixed civic audit regime,0.41749823502673555,0.248250290656222,0.78,0.5222157631950665,0.593854185750546,0.62,0.62,0.82,20.693585864947757,0.24374542977319177,0.2567536995426114,0.4388289514768613,0.24770761156126964,0.007478539592875412,0.024171494309060133,-0.016692954716184722,-0.012509585932534642,0.0005629313669640589,-0.004631932394033798,0.007349164057943223
52,Mixed civic audit regime,0.4128358102495394,0.24881397391830898,0.78,0.5096894684820225,0.6012093520201464,0.62,0.62,0.82,20.99505000629828,0.24374542977319177,0.2575538964650201,0.43755948038537534,0.24480625792965324,0.007431685569760283,0.024211224552656313,-0.016779538982896032,-0.01252629471304401,0.0005636832620869804,-0.0046624247771961495,0.007355166269600299
53,Mixed civic audit regime,0.40814281065709085,0.24937840664733008,0.78,0.4971465189482205,0.6085704926351668,0.62,0.62,0.82,21.293499506235293,0.24374542977319177,0.258381318180781,0.43629590301843263,0.24189086354594191,0.0073848027318756514,0.024251035382559454,-0.0168662326506838,-0.012542949533801993,0.0005644327290210897,-0.004692999592448556,0.007361140615020488
54,Mixed civic audit regime,0.4034191543212133,0.24994358625832208,0.78,0.48458697203728734,0.6159375782097257,0.62,0.62,0.82,21.58896451117294,0.24374542977319177,0.25923653286038295,0.4350385407817682,0.2389614293436728,0.007337895129731259,0.024290921814331644,-0.016953026684600386,-0.012559546910933158,0.0005651796109919921,-0.004723656335877556,0.007367085574558906
55,Mixed civic audit regime,0.39866475981724747,0.2505095100025382,0.78,0.4720108888324854,0.6233105777711823,0.62,0.62,0.82,21.88147486606121,0.24374542977319177,0.26012013138994206,0.4337877292757891,0.2360179568173984,0.007290966970495981,0.024330878579001004,-0.017039911608505022,-0.012576083204801945,0.0005659237442160875,-0.004754394503965813,0.0073729995614565565
56,Mixed civic audit regime,0.39387954622286064,0.251076174960149,0.78,0.4594183342189117,0.6306894586902683,0.62,0.62,0.82,22.1710601174006,0.24374542977319177,0.26103272831518815,0.43254381887811455,0.23306044802051643,0.007244022623628081,0.02437090011040416,-0.017126877486776076,-0.012592554613573646,0.000566664957610814,-0.004785213594386828,0.0073788809190860095
57,Mixed civic audit regime,0.3890634331160164,0.2516435780326385,0.78,0.4468093770524784,0.6380741866083186,0.62,0.62,0.82,22.457749516226592,0.24374542977319177,0.261974962836224,0.431307175357154,0.23008890556250475,0.007197066626802831,0.02441098053185646,-0.01721391390505363,-0.01260895716643327,0.0005674030724894971,-0.004816113106844258,0.007384727918050333
58,Mixed civic audit regime,0.38421634057205784,0.25221171593487834,0.78,0.4341840903360368,0.6454647253614451,0.62,0.62,0.82,22.74157202106433,0.24374542977319177,0.26294749985611376,0.43007818051859514,0.22710333260553112,0.007150103692155378,0.024451113642109206,-0.01730100994995383,-0.012625286716441635,0.0005681379022398736,-0.0048470925439585205,0.00739053875312642
59,Mixed civic audit regime,0.3793381891598542,0.25278058518686364,0.78,0.4215425514030301,0.6528610369014883,0.62,0.62,0.82,23.022556300853687,0.24374542977319177,0.2639510310865682,0.4288572328867992,0.22410373286040441,0.00710313871285796,0.02449129290055036,-0.0173881541876924,-0.012641538933006692,0.0005688692519853011,-0.004878151412203637,0.007396311540043267
60,Mixed civic audit regime,0.3744288999369568,0.25335018210509125,0.78,0.40888484210908355,0.6602630812135735,0.62,0.62,0.82,23.30073073784515,0.24374542977319177,0.2649862762142253,0.42764474842324246,0.22109011058183484,0.007056176770051978,0.024531511411602355,-0.017475334641550377,-0.01265770929394655,0.0005695969182275948,-0.0049092892228973575,0.007402044312085099
61,Mixed civic audit regime,0.36948839444370885,0.2539205027935616,0.78,0.3962110490319647,0.667670816230082,0.62,0.62,0.82,23.5761234304667,0.24374542977319177,0.26605398413126913,0.4264411612842944,0.21806247056296546,0.007009223140156779,0.024571761908266914,-0.017562538768110134,-0.012673793077118873,0.0005703206884703492,-0.004940505493247956,0.007407735016508502
62,Mixed civic audit regime,0.36451659469624764,0.25449154313438316,0.78,0.383521263680375,0.6750841977408439,0.62,0.62,0.82,23.848762196162035,0.24374542977319177,0.2671549342344,0.425246924620787,0.21502081812913765,0.00696228330257869,0.024612036734763698,-0.017649753432185007,-0.012689785351589732,0.0005710403408215379,-0.004971799747461211,0.007413381510761964
63,Mixed civic audit regime,0.35951342317833623,0.25506329877795725,0.78,0.37081558271206216,0.6825031792993393,0.62,0.62,0.82,24.118674574200412,0.24374542977319177,0.2682899377964528,0.42406251142200324,0.21196515913084907,0.006915362947845401,0.02465232782820534,-0.01773696488035994,-0.012705680968312842,0.0005717556435740779,-0.0050031715179114115,0.007418981558495398
64,Mixed civic audit regime,0.3544788028319557,0.25563576513272024,0.78,0.35809410816177395,0.6899277121246856,0.62,0.62,0.82,24.385887828458408,0.24374542977319177,0.26945983941527074,0.4228884154069025,0.20889549993586096,0.006868467986192665,0.02469262669924765,-0.017824158713054986,-0.012721474550288239,0.0005724663547629707,-0.005034620346380502,0.007424532825346317
65,Mixed civic audit regime,0.349412657046586,0.25620893735441774,0.78,0.345356947679607,0.697357744999174,0.62,0.62,0.82,24.650428950173826,0.24374542977319177,0.2706655185447822,0.4217251519656121,0.20581184742040887,0.006821604556632308,0.024732924411648993,-0.017911319855016684,-0.012737160482166965,0.0005731722216975134,-0.0050661457853697295,0.00743003287448835
66,Mixed civic audit regime,0.3443149096470974,0.2567828103348847,0.78,0.33260421478034086,0.7047932241611008,0.62,0.62,0.82,24.912324660672084,0.24374542977319177,0.2719078911135821,0.420573259154425,0.20271420895946732,0.006774779036532481,0.024773211560668116,-0.017998432524135636,-0.01275273289926613,0.0005738729804669758,-0.005097747399488578,0.00743547916192678
67,Mixed civic audit regime,0.33918548488017136,0.25735737869030273,0.78,0.319836029104385,0.7122340931926253,0.62,0.62,0.82,25.171601414065364,0.24374542977319177,0.2731879112367208,0.4194332987477952,0.19960259241601677,0.006727998051743596,0.024813478250224577,-0.018085480198480983,-0.012768185675955826,0.0005745683554180121,-0.005129424766926019,0.007440869031524575
68,Mixed civic audit regime,0.3340243073991618,0.2579326367489047,0.78,0.30705251669100825,0.7196802929023666,0.62,0.62,0.82,25.42828539992471,0.24374542977319177,0.2745065730268185,0.4183058573510737,0.1964770061292567,0.006681268487305693,0.02485371406873995,-0.018172445581434257,-0.012783512413376753,0.0005752580586019538,-0.005161177481009593,0.007446199709741242
69,Mixed civic audit regime,0.32883130224730356,0.25850857853809467,0.78,0.2942538102645641,0.7271317612024321,0.62,0.62,0.82,25.682402545925463,0.24374542977319177,0.2758649125110893,0.41719154757801274,0.19333745890170606,0.006634597498775728,0.024893908063572154,-0.018259310564796426,-0.012798706426444153,0.0005759417891899869,-0.005193005151858196,0.007451468300065447
70,Mixed civic audit regime,0.32360639483916864,0.25908519777094874,0.78,0.28144004953447377,0.734588432979553,0.62,0.62,0.82,25.933978520466205,0.24374542977319177,0.2772640096613553,0.41609100929737197,0.19018395998512758,0.006587992524216211,0.024934048713948324,-0.01834605618973211,-0.012813760730090312,0.000576619232854064,-0.005224907408134919,0.00745667177712091
71,Mixed civic audit regime,0.31834951094026187,0.25966248783206,0.78,0.26861138150977937,0.7420502399599765,0.62,0.62,0.82,26.18303873526154,0.24374542977319177,0.27870499054466613,0.4150049109532854,0.18701651906520875,0.006541461296889687,0.02497412390229457,-0.01843266260540488,-0.0128286680246944,0.0005772900611112481,-0.005256883898906786,0.007461806980423553
72,Mixed civic audit regime,0.3130605766446431,0.26024044176268896,0.78,0.2557679608291351,0.7495171105677427,0.62,0.62,0.82,26.429608347908925,0.24374542977319177,0.2801890296027318,0.41393395096441304,0.18383514624492725,0.006495011858707027,0.025014120883853044,-0.018519109025146016,-0.012843420680644254,0.0005779539306289914,-0.005288934295618777,0.00746687060776614
73,Mixed civic audit regime,0.307739518350453,0.26081905224517765,0.78,0.24290995010716449,0.7569889697759475,0.62,0.62,0.82,26.673712264429838,0.24374542977319177,0.28171735206900744,0.4128788592072857,0.18063985202652408,0.006448652574481192,0.025054026254468266,-0.018605373679987075,-0.012858010721970613,0.0005786104824886776,-0.005321058294190104,0.007471859208204848
74,Mixed civic audit regime,0.3023862627332116,0.26139831158658217,0.78,0.23003752029817492,0.7644657389505677,0.62,0.62,0.82,26.91537514178554,0.24374542977319177,0.28329123653295823,0.4118403985896738,0.1774306472920023,0.006402392147042095,0.025093825916415225,-0.018691433769373128,-0.01287242980898957,0.0005792593414045306,-0.005353255617241356,0.007476769174620192
75,Mixed civic audit regime,0.2970007367167498,0.26197821170147695,0.78,0.21715085107829096,0.7719473356863902,0.62,0.62,0.82,27.15462139036768,0.24374542977319177,0.2849120176617877,0.41081936672027564,0.1742075432820633,0.006356239633272634,0.025133505042131958,-0.018777265408859323,-0.012886669219883951,0.0005799001148947778,-0.00538552601646182,0.007481596735822531
76,Mixed civic audit regime,0.29158286744162276,0.26255874409387864,0.78,0.20425013124714203,0.7794336736345603,0.62,0.62,0.82,27.391475176464006,0.24374542977319177,0.28658108909072155,0.4098165976815108,0.17097055157338611,0.006310204461130612,0.025173048035708162,-0.01886284357457755,-0.012900719831148925,0.0005805323924017017,-0.005417869275127069,0.007486337948170095
77,Mixed civic audit regime,0.28613258223084503,0.2631398998382356,0.78,0.191335559150321,0.786924662321225,0.62,0.62,0.82,27.625960424699365,0.24374542977319177,0.2882999064938327,0.40883296391275853,0.16771968405414955,0.006264296447726524,0.02521243849196942,-0.018948142044242895,-0.01291457209682103,0.0005811557443569463,-0.005450285210777704,0.007490988686664809
78,Mixed civic audit regime,0.28064980855277394,0.2637216695594238,0.78,0.1784073431239176,0.7944202069567134,0.62,0.62,0.82,27.85810082045237,0.24374542977319177,0.2900699908483565,0.4078693782119641,0.16445495289768852,0.006218525818532708,0.025251659152983837,-0.019033133334451127,-0.012928216026403391,0.0005817697211881526,-0.005482773678071082,0.007495544635488448
79,Mixed civic audit regime,0.2751344739809551,0.26430404341168645,0.78,0.16546570196252477,0.801920208234652,0.62,0.62,0.82,28.087919812247847,0.24374542977319177,0.2918929319064989,0.40692679586418656,0.16117637053416892,0.006172903227805548,0.025290691861803383,-0.019117788633997834,-0.01294164116139282,0.0005823738522626768,-0.005515334571818851,0.007500001277938623
80,Mixed civic audit regime,0.2695865061507309,0.26488701105645024,0.78,0.15251086541221814,0.8094245621203727,0.62,0.62,0.82,28.31544061412537,0.24374542977319177,0.29377039188988885,0.4060062169063614,0.15788394962015614,0.006127439780309003,0.025329517513237126,-0.019202077732928122,-0.01295483655030662,0.0005829676447637979,-0.005547967830224199,0.007504353885720695
81,Mixed civic audit regime,0.26400583271239697,0.26547056163894467,0.78,0.13954307469011945,0.8169331596279209,0.62,0.62,0.82,28.540686207984116,0.24374542977319177,0.2957041094230775,0.40510868853831955,0.1545777030059437,0.006082147054435048,0.025368116001436333,-0.019285968947001284,-0.0129677907220987,0.0005835505824944415,-0.005580673438333912,0.007508597507548201
82,Mixed civic audit regime,0.2583923812806753,0.2660546837635477,0.78,0.12656258303227433,0.8244458865849212,0.62,0.62,0.82,28.763679345904272,0.24374542977319177,0.29769590372385835,0.4042353076909445,0.15125764370049813,0.006037037126824541,0.02540646616405318,-0.019369429037228637,-0.012980491657845115,0.0005841221246030302,-0.005613451431721657,0.0075127269570002915
83,Mixed civic audit regime,0.25274607938025495,0.2666393654677733,0.78,0.11356965627170496,0.8319626233845017,0.62,0.62,0.82,28.98444255244523,0.24374542977319177,0.2997476790696686,0.403387223763257,0.14792378483386548,0.005992122598600609,0.0254445457227146,-0.01945242312411399,-0.01299292676056938,0.0005846817042256221,-0.005646301900420361,0.007516736799580469
84,Mixed civic audit regime,0.24706685438713186,0.26722459419481126,0.78,0.10056457344863831,0.8394832447234177,0.62,0.62,0.82,29.202998126920775,0.24374542977319177,0.30186142956097367,0.40256564154122615,0.14457613961687235,0.005947416623336171,0.02548233121953066,-0.01953491459619449,-0.013005082823066644,0.000585228727037999,-0.00567922499312309,0.007520621338916098
85,Mixed civic audit regime,0.24135463346545824,0.2678103567645221,0.78,0.08754762745506436,0.8470076193254508,0.62,0.62,0.82,29.419368145651568,0.24374542977319177,0.3040392442043165,0.4017718243121922,0.14121472129794277,0.005902932936887492,0.025519797949332873,-0.019616865012445382,-0.013016945993573954,0.000585762569710828,-0.0057122209216736095,0.007524374602033038
86,Mixed civic audit regime,0.23560934349958854,0.2683966393427825,0.78,0.07451912571594377,0.8545356096490848,0.62,0.62,0.82,29.63357446419505,0.24374542977319177,0.3062833123396696,0.40100709718998667,0.1378395431168367,0.005858685889236949,0.025556919887311298,-0.019698233998074348,-0.013028501739120598,0.0005862825782604269,-0.005745289965869692,0.0075279903236340805
87,Mixed civic audit regime,0.22983091102098419,0.26898342740906955,0.78,0.06147939090956568,0.8620670715783885,0.62,0.62,0.82,29.8456387195531,0.24374542977319177,0.30859592943887193,0.4002728506671473,0.13445061825510096,0.00581469047850059,0.02559366961169036,-0.01977897913318977,-0.01303973480637809,0.000586788066287014,-0.005778432478604358,0.007531461929303648
88,Mixed civic audit regime,0.22401926212961165,0.2695707057221612,0.78,0.04842876172975211,0.8696018540959429,0.62,0.62,0.82,30.055582332357567,0.24374542977319177,0.31097950330427293,0.39957054441206075,0.13104795978300854,0.005770962387269529,0.02563001822105158,-0.01985905583378205,-0.013050629179813578,0.000587278313091611,-0.00581164889137252,0.0075347825175544475
89,Mixed civic audit regime,0.21817432240943857,0.2701584582838232,0.78,0.03536759369281898,0.8771397989365672,0.62,0.62,0.82,30.26342650903399,0.24374542977319177,0.313436560699285,0.39890171133044255,0.12763158060274005,0.0057275180214690895,0.025665935245876462,-0.019938417224407375,-0.013061168036933128,0.0005877525616619908,-0.00584493972017307,0.007537944840624308
90,Mixed civic audit regime,0.2122960168375993,0.2707466683003404,0.78,0.022296259992436736,0.8846807402204905,0.62,0.62,0.82,30.469192243943652,0.24374542977319177,0.3159697544453669,0.39826796191229563,0.12420149338754576,0.005684374551935877,0.025701388553844514,-0.020017014001908636,-0.013071333700382241,0.0005882100165172008,-0.005878305571839269,0.007540941283923237
91,Mixed civic audit regime,0.20638426968676593,0.27133531814173967,0.78,0.009215152405786499,0.8922245040645123,0.62,0.62,0.82,30.672900321504216,0.24374542977319177,0.318581871023059,0.3976709888873827,0.12075771051660134,0.005641549958930701,0.02573634424837947,-0.02009479428944877,-0.013081107586650237,0.0005886498413992606,-0.0059117471508333755,0.007543763844021788
92,Mixed civic audit regime,0.200439004420221,0.27192438929853924,0.78,0.0,0.8997709081695742,0.62,0.62,0.82,30.87457131828917,0.24374542977319177,0.3212758387181007,0.3971125722143397,0.11730024400524822,0.005599063079824955,0.025770766559890225,-0.02017170348006527,-0.013090470151101995,0.0005890711567995897,-0.005945265266544922,0.007546404105061936
93,Mixed civic audit regime,0.19445958900317573,0.2725142378982991,0.78,0.0,0.907323415386381,0.62,0.62,0.82,31.074225605106278,0.24374542977319177,0.3227989212871453,0.3958217606983753,0.11382910543028325,0.005547853076502675,0.025818646207150846,-0.02027079313064817,-0.013107746661329658,0.0005898485997598346,-0.005979415417045273,0.007552507216806798
